[0.0,0.0]	0.9831399367721739
[1.0,1.0]	0.011373892393883958
[1.0,0.0]	0.004044762407145146
[0.0,1.0]	0.0014414084267969614
[0.0,0.0]	0.98682843576723
[1.0,1.0]	0.008294450869384486
[1.0,0.0]	0.003323005644808599
[0.0,1.0]	0.0015541077185768093
[0.0,0.0]	0.9841311149090093
[1.0,1.0]	0.013536636831465854
[1.0,0.0]	0.0022401501234923546
[0.0,1.0]	9.209813603255014e-5
[0.0,0.0]	0.9867823416286582
[1.0,1.0]	0.008841403313326628
[1.0,0.0]	0.0033111673570233578
[0.0,1.0]	0.0010650877009918721
[0.0,0.0]	0.9842616602593418
[1.0,1.0]	0.011047908714235282
[1.0,0.0]	0.003553423531922025
[0.0,1.0]	0.0011370074945008404
[0.0,0.0]	0.987402011438626
[1.0,1.0]	0.009351900337366175
[1.0,0.0]	0.0020528764687669067
[0.0,1.0]	0.001193211755240865
